Taxon name,Genus,Family,URL,Reference,Symmetry,Notes,Data source,Rank scored at,Data entered by,Entry date,
Senecio magnificus,Senecio,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=44623,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic parts,guessed from the illustration,species,Lauren Goodwin,7/12/2020,
Senecio odoratus,Senecio,Asteraceae,https://vicflora.rbg.vic.gov.au/flora/taxon/d991819d-fcd9-467a-823f-53371d4ca865,Flora of Victoria Online (VicFlora) (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,guessed from the illustration,species,Lauren Goodwin,7/12/2020,
Senecio phelleus,Senecio,Asteraceae,https://vicflora.rbg.vic.gov.au/flora/taxon/70495779-594d-4205-ab57-d054d539ab40,Flora of Victoria Online (VicFlora) (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,guessed from the illustration,species,Lauren Goodwin,7/12/2020,
Senecio picridioides,Senecio,Asteraceae,https://vicflora.rbg.vic.gov.au/flora/taxon/f7174146-9da9-4bfe-9316-15da641e2f5c,Flora of Victoria Online (VicFlora) (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,guessed from the illustration,species,Lauren Goodwin,7/12/2020,
Senecio pinnatifolius,Senecio,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=39280,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic parts,guessed from the illustration,species,Lauren Goodwin,7/12/2020,
Senecio pinnatifolius,Senecio,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=39280,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic parts,guessed from the illustration,species,Lauren Goodwin,7/12/2020,
Senecio pterophorus,Senecio,Asteraceae,https://vicflora.rbg.vic.gov.au/flora/taxon/465a45f5-ea07-4c3d-b801-9feca64ebccd,Flora of Victoria Online (VicFlora) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic parts,guessed from the illustration,species,Lauren Goodwin,7/12/2020,
Senecio pterophorus,Senecio,Asteraceae,https://vicflora.rbg.vic.gov.au/flora/taxon/465a45f5-ea07-4c3d-b801-9feca64ebccd,Flora of Victoria Online (VicFlora) (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic parts,guessed from the illustration,species,Lauren Goodwin,7/12/2020,
Senecio quadridentatus,Senecio,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=47142,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,guessed from the illustration,species,Lauren Goodwin,7/12/2020,
Senecio runcinifolius,Senecio,Asteraceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Senecio~runcinifolius,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,interpreted from the text,species,Lauren Goodwin,7/12/2020,
Senecio spanomerus,Senecio,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=35221,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic parts,guessed from the illustration,species,Lauren Goodwin,7/12/2020,
Senecio spanomerus,Senecio,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=35221,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic parts,guessed from the illustration,species,Lauren Goodwin,7/12/2020,
Sigesbeckia orientalis,Sigesbeckia,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=rfk&pn=4795,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic,guessed from the illustration,species,Ruby Stephens,17/12/2020,
Sigesbeckia orientalis,Sigesbeckia,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=rfk&pn=4795,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic,guessed from the illustration,species,Ruby Stephens,17/12/2020,
Siloxerus multiflorus,Siloxerus,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=24310&size=3,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,guessed from the illustration,species,Sophia Amini,7/12/2020,
Sonchus oleraceus,Sonchus,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=21817&size=3,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (2) zygomorphic,,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Streptoglossa adscendens,Streptoglossa,Asteraceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Streptoglossa~adscendens,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic,interpreted from the text,species,Lauren Goodwin,12/12/2020,
Streptoglossa adscendens,Streptoglossa,Asteraceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Streptoglossa~adscendens,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic,interpreted from the text,species,Ruby Stephens,17/12/2020,
Streptoglossa bubakii,Streptoglossa,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=37554,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,guessed from the illustration,species,Ruby Stephens,17/12/2020,
Streptoglossa odora,Streptoglossa,Asteraceae,https://florabase.dpaw.wa.gov.au/browse/profile/8240,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Streptoglossa odora,Streptoglossa,Asteraceae,https://florabase.dpaw.wa.gov.au/browse/profile/8240,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Stuartina hamata,Stuartina,Asteraceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=gn&name=Stuartina,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Ray florets absent…outer disc florets…filiform…inner disc florets…tubular""",interpreted from the text,genus,Ruby Stephens,18/12/2020,
Stuartina muelleri,Stuartina,Asteraceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=gn&name=Stuartina,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"""Ray florets absent…outer disc florets…filiform…inner disc florets…tubular""",interpreted from the text,genus,Ruby Stephens,18/12/2020,
Trichanthodium skirrophorum,Trichanthodium,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=32568,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,guessed from the illustration,species,Sophia Amini,7/12/2020,
Urospermum picroides,Urospermum,Asteraceae,https://vicflora.rbg.vic.gov.au/flora/taxon/00e82cf1-d505-4229-9d4a-ca23ac03a0a6,Flora of Victoria Online (VicFlora) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Florets ligulate""",interpreted from the text,genus,Ruby Stephens,18/12/2020,
Ursinia anthemoides,Ursinia,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=24205,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic,guessed from the illustration,species,Ruby Stephens,17/12/2020,
Ursinia anthemoides,Ursinia,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=24205,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic,guessed from the illustration,species,Ruby Stephens,17/12/2020,
Vittadinia arida,Vittadinia,Asteraceae,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2907424#overview,Atlas of Living Australia (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia arida,Vittadinia,Asteraceae,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2907424#overview,Atlas of Living Australia (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia cervicularis,Vittadinia,Asteraceae,https://vicflora.rbg.vic.gov.au/flora/taxon/63686a69-1a16-4843-b56d-83e957cd9814,Flora of Victoria Online (VicFlora) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic,interpreted from the text,species,Lauren Goodwin,12/12/2020,
Vittadinia cervicularis,Vittadinia,Asteraceae,https://vicflora.rbg.vic.gov.au/flora/taxon/63686a69-1a16-4843-b56d-83e957cd9814,Flora of Victoria Online (VicFlora) (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic,interpreted from the text,species,Lauren Goodwin,12/12/2020,
Vittadinia condyloides,Vittadinia,Asteraceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Vittadinia~condyloides,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic,interpreted from the text,species,Lauren Goodwin,12/12/2020,
Vittadinia condyloides,Vittadinia,Asteraceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Vittadinia~condyloides,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic,interpreted from the text,species,Lauren Goodwin,12/12/2020,
Vittadinia cuneata,Vittadinia,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=15179&size=3,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia cuneata,Vittadinia,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=15179&size=3,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia dissecta,Vittadinia,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=47248,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic; Photo based off var. hirta ,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia dissecta,Vittadinia,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=47248,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic; Photo based off var. hirta ,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia eremaea,Vittadinia,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=23888&size=3,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia eremaea,Vittadinia,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=23888&size=3,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia gracilis,Vittadinia,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=15294&size=3,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia gracilis,Vittadinia,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=15294&size=3,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia nullarborensis,Vittadinia,Asteraceae,https://spapps.environment.sa.gov.au/SeedsOfSA/speciesinformation.html?rid=4717,Seeds of South Australia Online (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia nullarborensis,Vittadinia,Asteraceae,https://spapps.environment.sa.gov.au/SeedsOfSA/speciesinformation.html?rid=4717,Seeds of South Australia Online (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia pterochaeta,Vittadinia,Asteraceae,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2902060#overview,Atlas of Living Australia (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia pterochaeta,Vittadinia,Asteraceae,https://bie.ala.org.au/species/https://id.biodiversity.org.au/node/apni/2902060#overview,Atlas of Living Australia (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia sulcata,Vittadinia,Asteraceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Vittadinia~sulcata,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Vittadinia sulcata,Vittadinia,Asteraceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Vittadinia~sulcata,Flora of NSW Online (PlantNET) (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),Both actinomorphic and zygomorphic,guessed from the illustration,species,Lauren Goodwin,12/12/2020,
Waitzia acuminata,Waitzia,Asteraceae,https://www.anbg.gov.au/cgi-bin/phtml?pc=dig&pn=45387,Australian Plant Image Index (2020),207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),,guessed from the illustration,species,Sophia Amini,7/12/2020,
Xerochrysum bracteatum,Xerochrysum,Asteraceae,https://florabase.dpaw.wa.gov.au/science/nuytsia/772.pdf,"Wilson, Paul G. (20 January 2017), An examination of the Australian genus Xerochrysum (Asteraceae: Gnaphalieae). Nuytsia 28",207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"Ray bracts but no ligulate florets, ""florets…tubular""",interpreted from the text,genus,Ruby Stephens,17/12/2020,
Xerochrysum subundulatum,Xerochrysum,Asteraceae,https://florabase.dpaw.wa.gov.au/science/nuytsia/772.pdf,"Wilson, Paul G. (20 January 2017), An examination of the Australian genus Xerochrysum (Asteraceae: Gnaphalieae). Nuytsia 28",207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),"Ray bracts but no ligulate florets, ""florets…tubular""",interpreted from the text,genus,Ruby Stephens,17/12/2020,
Dolichandrone alternifolia,Dolichandrone,Bignoniaceae,https://profiles.ala.org.au/opus/foa/profile/Bignoniaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...zygomorphic""",explicit from the text (described as such),family,Ruby Stephens,29/1/2021,
Dolichandrone filiformis,Dolichandrone,Bignoniaceae,https://profiles.ala.org.au/opus/foa/profile/Bignoniaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...zygomorphic""",explicit from the text (described as such),family,Ruby Stephens,29/1/2021,
Dolichandrone heterophylla,Dolichandrone,Bignoniaceae,https://profiles.ala.org.au/opus/foa/profile/Bignoniaceae,Flora of Australia Online (2021),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...zygomorphic""",explicit from the text (described as such),family,Ruby Stephens,29/1/2021,
Cochlospermum fraseri,Cochlospermum,Bixaceae,http://eflora.nt.gov.au/factsheetGenus?id=765,Flora of the Northern Territory Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers actinomorphic...Sepals 5, in 2 whorls, the outer 2 shorter than the inner 3, asymmetric. Petals obovate, emarginate; yellow""",explicit from the text (described as such),genus,Ruby Stephens,29/1/2021,
Cochlospermum gregorii,Cochlospermum,Bixaceae,http://eflora.nt.gov.au/factsheetGenus?id=765,Flora of the Northern Territory Online (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Flowers actinomorphic...Sepals 5, in 2 whorls, the outer 2 shorter than the inner 3, asymmetric. Petals obovate, emarginate; yellow""",explicit from the text (described as such),genus,Ruby Stephens,29/1/2021,
Cynoglossum australe,Cynoglossum,Boraginaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=gn&name=Cynoglossum,Flora of NSW Online (PlantNET) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Sepals fused at base. Corolla actinomorphic""",interpreted from the text,genus,Ruby Stephens,19/1/2021,
Cynoglossum suaveolens,Cynoglossum,Boraginaceae,https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=gn&name=Cynoglossum,Flora of NSW Online (PlantNET) (2021),207. Symmetry of perianth (D1): (5) actinomorphic (general),"""Sepals fused at base. Corolla actinomorphic""",interpreted from the text,genus,Ruby Stephens,19/1/2021,
