og_species,og_family,og_longevity,SE_long,Quality,Site,Lat,Lon,alt_m,Habitat,reference,Exotic,self_incom,Nectar,notes,longev_univisit,long_unv_SE,Duration,sources,mean_long_days,og_species_patch,sym_RS_scored
Stachys.cretica.ssp.cretica,Lamiaceae,2.7,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoscommunity,2.7,Stachys cretica ssp cretica,NA
Teucrium.polium.ssp.capitatum,Lamiaceae,1.2,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoscommunity,1.2,Teucrium polium ssp capitatum,NA
Thymus.capitatus(=Thymbra.capitata),Lamiaceae,2.7,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoscommunity,2.7,Thymbra capitata,NA
Acampe rigida,Orchidaceae,NA,NA,NA,NA,21.68333333,NA,580,NA,"Fan, X.-L., Barrett, S.C.H., Lin, H., Chen, L.-L., Zhou, X. & Gao, J.-Y. (2012). Rain pollination provides reproductive assurance in a deceptive orchid. Annals of botany, 110, 953-958.",NA,Y,NA,NA,NA,NA,NA,songetal20223,7,Acampe rigida,NA
Achillea ambrosiaca,Asteraceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,8.1,Achillea ambrosiaca,NA
Achillea ambrosiaca,Asteraceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,8.4,Achillea ambrosiaca,NA
Acnistus  arborescens,Solanaceae,NA,NA,NA,NA,10.24277778,NA,1450,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318. Wyatt R , Broyles S B . The weedy tropical milkweeds Asclepias curassavica and A. fruticosa are self-compatible. Biotropica, 1997, 29(2):232-234.",NA,NA,NA,NA,NA,NA,NA,songetal20223,3.1,Acnistus  arborescens,NA
Aconitum gymnandrum,Ranunculaceae,NA,NA,NA,NA,34.34893611,NA,3960,NA,"Zhang, T., Zhang, Y. & Li, Y. (2014). Flower Duration and Reproductive Allocation in Different Altitudinal Populations of Aconitum gymnandrum (Ranunculaceae). Acta Botanica Boreali-Occidentalia Sinica, 34, 1576-1580.",NA,Y,NA,NA,NA,NA,NA,songetal20223,14.76,Aconitum gymnandrum,NA
Aconitum gymnandrum,Ranunculaceae,NA,NA,NA,NA,37.61252,NA,3200,NA,"Zhang, T., Zhang, Y. & Li, Y. (2014). Flower Duration and Reproductive Allocation in Different Altitudinal Populations of Aconitum gymnandrum (Ranunculaceae). Acta Botanica Boreali-Occidentalia Sinica, 34, 1576-1580.； Zhang, T.-F., Duan, Y.-W. & Liu,  2006.  Pollination ecology of Aconitum gymnandrum at two sites with different altitudes. Acta Phytoaxonomica Sinica 44:362-370",NA,Y,NA,NA,NA,NA,NA,songetal20223,10.13,Aconitum gymnandrum,NA
Aconitum gymnandrum,Ranunculaceae,NA,NA,NA,NA,36.85299167,NA,2460,NA,"Zhang, T., Zhang, Y. & Li, Y. (2014). Flower Duration and Reproductive Allocation in Different Altitudinal Populations of Aconitum gymnandrum (Ranunculaceae). Acta Botanica Boreali-Occidentalia Sinica, 34, 1576-1580.； Zhang, T.-F., Duan, Y.-W. & Liu,  2006.  Pollination ecology of Aconitum gymnandrum at two sites with different altitudes. Acta Phytoaxonomica Sinica 44:362-370",NA,Y,NA,NA,NA,NA,NA,songetal20223,6.9,Aconitum gymnandrum,NA
Aconitum kusnezoffii,Ranunculaceae,NA,NA,NA,NA,39.96819444,NA,1188,NA,"Liao, W., Hu, Y., Zhu, B., Zhao, X., Zeng, Y. & ... (2009). Female reproductive success decreases with display size in monkshood, Aconitum kusnezoffii (Ranunculaceae). Annals of Botany, 104, 1405-1412.",NA,Y,NA,NA,NA,NA,NA,songetal20223,6.3,Aconitum kusnezoffii,NA
Aconitum kusnezoffii,Ranunculaceae,NA,NA,NA,NA,39.96819444,NA,1188,NA,"Liao, W., Hu, Y., Zhu, B., Zhao, X., Zeng, Y. & ... (2009). Female reproductive success decreases with display size in monkshood, Aconitum kusnezoffii (Ranunculaceae). Annals of Botany, 104, 1405-1412.",NA,Y,NA,NA,NA,NA,NA,songetal20223,6.6,Aconitum kusnezoffii,NA
Aconitum lycoctonum,Ranunculaceae,NA,NA,NA,NA,46.49055556,NA,2020,NA,"Utelli, A.-B. & Roy, B.A. (2001). Causes and consequences of floral damage in Aconitum lycoctonum at high and low elevations in Switzerland. Oecologia, 127, 266-273；Utelli, A.-B. & Roy, B.A. (2000). Pollinator abundance and behavior on Aconitum lycoctonum (Ranunculaceae): an analysis of the quantity and quality components of pollination. Oikos, 89, 461-470.",NA,Y,NA,NA,NA,NA,NA,songetal20223,6.36,Aconitum lycoctonum,NA
Aconitum lycoctonum,Ranunculaceae,NA,NA,NA,NA,47.37694444,NA,500,NA,"Utelli, A.-B. & Roy, B.A. (2001). Causes and consequences of floral damage in Aconitum lycoctonum at high and low elevations in Switzerland. Oecologia, 127, 266-273；Utelli, A.-B. & Roy, B.A. (2000). Pollinator abundance and behavior on Aconitum lycoctonum (Ranunculaceae): an analysis of the quantity and quality components of pollination. Oikos, 89, 461-470.",NA,Y,NA,NA,NA,NA,NA,songetal20223,4.25,Aconitum lycoctonum,NA
Aconitum piepunense,Ranunculaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,NA,NA,NA,NA,NA,NA,songetal20223,8.67,Aconitum piepunense,NA
Acosmium dasycarpum,Fabaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,N,NA,NA,NA,NA,NA,songetal20223,1,Acosmium dasycarpum,NA
Adenophora capillaris,Campanulaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,Y,NA,NA,NA,NA,NA,songetal20223,5.96,Adenophora capillaris,NA
Adenophora capillaris,Campanulaceae,NA,NA,NA,NA,27.90694444,NA,3200,NA,"Liu, C.-Q. & Huang, S.-Q. (2013). Floral divergence, pollinator partitioning and the spatiotemporal pattern of plant–pollinator interactions in three sympatric Adenophora species. Oecologia, 173, 1411-1423. Liu CQ, 2010. A study on resource allocation of Adenophora jasionifolia and reproductive ecology of three Adenophora species. Wuhan University",NA,Y,NA,NA,NA,NA,NA,songetal20223,6.1,Adenophora capillaris,NA
Adenophora jasionifolia,Campanulaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,Y,NA,NA,NA,NA,NA,songetal20223,4.55,Adenophora jasionifolia,NA
Adenophora jasionifolia,Campanulaceae,NA,NA,NA,NA,27.90638889,NA,3200,NA,"Liu, C.-Q. & Huang, S.-Q. (2013). Floral divergence, pollinator partitioning and the spatiotemporal pattern of plant–pollinator interactions in three sympatric Adenophora species. Oecologia, 173, 1411-1423. Liu CQ, 2010. A study on resource allocation of Adenophora jasionifolia and reproductive ecology of three Adenophora species. Wuhan University",NA,Y,NA,NA,NA,NA,NA,songetal20223,4.3,Adenophora jasionifolia,NA
Adenophora khasiana,Campanulaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,Y,NA,NA,NA,NA,NA,songetal20223,4.05,Adenophora khasiana,NA
Adenophora khasiana,Campanulaceae,NA,NA,NA,NA,27.90666667,NA,3200,NA,"Liu, C.-Q. & Huang, S.-Q. (2013). Floral divergence, pollinator partitioning and the spatiotemporal pattern of plant–pollinator interactions in three sympatric Adenophora species. Oecologia, 173, 1411-1423. Liu CQ, 2010. A study on resource allocation of Adenophora jasionifolia and reproductive ecology of three Adenophora species. Wuhan University",NA,Y,NA,NA,NA,NA,NA,songetal20223,4.6,Adenophora khasiana,NA
Adonis amurensis,Ranunculaceae,NA,NA,NA,NA,45.33333333,NA,300,NA,"SUN Ying，WANG A-xiang，CHEN Shi-hui，MA Cui-qing，HE Miao． Floral syndrome and reproductive characteristics ofAdonis amurensis. Pratacultural Science, 2015, 32:347-353",NA,Y,NA,NA,NA,NA,NA,songetal20223,8.275,Adonis amurensis,NA
Adonis vernalis,Ranunculaceae,NA,NA,NA,NA,51.31527778,NA,185,NA,"Denisow, B., Wrzesien, M. & Cwener, A. (2014). Pollination and floral biology of Adonis vernalis L.(Ranunculaceae)-a case study of threatened species. Acta Societatis Botanicorum Poloniae, 83, 29-37.",NA,Y,NA,NA,NA,NA,NA,songetal20223,12.2,Adonis vernalis,NA
Adonis vernalis,Ranunculaceae,NA,NA,NA,NA,51.31527778,NA,185,NA,"Denisow, B., Wrzesien, M. & Cwener, A. (2014). Pollination and floral biology of Adonis vernalis L.(Ranunculaceae)-a case study of threatened species. Acta Societatis Botanicorum Poloniae, 83, 29-37.",NA,Y,NA,NA,NA,NA,NA,songetal20223,11.5,Adonis vernalis,NA
Adonis vernalis,Ranunculaceae,NA,NA,NA,NA,51.31527778,NA,185,NA,"Denisow, B., Wrzesien, M. & Cwener, A. (2014). Pollination and floral biology of Adonis vernalis L.(Ranunculaceae)-a case study of threatened species. Acta Societatis Botanicorum Poloniae, 83, 29-37.",NA,Y,NA,NA,NA,NA,NA,songetal20223,7.3,Adonis vernalis,NA
Aechmea bracteata,Bromeliaceae,NA,NA,NA,NA,21.20794444,NA,2,NA,"Pool-Chalé, M., Ramírez-Morillo, I., Carnevali Fernández-Concha, G. & Hornung-Leoni, C.T. (2018). Reproductive biology of Aechmea bracteata (Sw.) Griseb. (Bromelioideae: Bromeliaceae). Plant Biology, 20, 113-120.",NA,Y,NA,NA,NA,NA,NA,songetal20223,0.708333333,Aechmea bracteata,NA
Aeschynomene pratensis var. caribaea,Fabaceae,NA,NA,NA,NA,8.933333333,NA,74,NA,"Ramirez, N. & Brito, Y. (1992). Pollination biology in a palm swamp community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society, 110, 277-302. Ramirez, N. & Brito, Y. (1990). Reproductive biology of a tropical palm swamp community in the venezuelan llanos, American Journal of Botany, 77: 1260-1271",NA,Y,NA,NA,NA,NA,NA,songetal20223,0.5,Aeschynomene pratensis var. caribaea,NA
Agave colorata,Asparagaceae,NA,NA,NA,NA,28.29722222,NA,13,NA,"Borbón-Palomares, D.B., Laborin-Sivirian, F., Tinoco-Ojanguren, C., Pe?alba, M.C., Reyes-Ortega, I. & Molina-Freaner, F. (2018). Reproductive ecology of Agave colorata: the importance of nectar-feeding bats and the germination consequences of self-pollination. Plant Ecology, 219, 927-939.",NA,Y,NA,NA,NA,NA,NA,songetal20223,6,Agave colorata,NA
Ajuga decumbens,Lamiaceae,NA,NA,NA,NA,30.551,NA,23,NA,"Zhong-Ming Ye, X.-F.J., Jian Yang,  Qing-Feng Wang,  Chun-Feng Yang (2019). Accurate position exchange of stamen and stigma by movement in opposite direction resolves the herkogamy dilemma in a protandrous plant, Ajuga decumbens (Labiatae). AoB PLANTS, 11, plz052.",NA,Y,NA,NA,NA,NA,NA,songetal20223,4,Ajuga decumbens,NA
Allium cyathophorum,Amaryllidaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,NA,NA,NA,NA,NA,NA,songetal20223,14.9,Allium cyathophorum,NA
Allium wallichii,Amaryllidaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,NA,NA,NA,NA,NA,NA,songetal20223,8.5,Allium wallichii,NA
Alpinia blepharocalyx,Zingiberaceae,NA,NA,NA,NA,22.5,NA,1200,NA,"Zhang, L., Li, Q.-J., Deng, X.-B., Ren, P.-Y. & Gao, J.-Y. (2003). Reproductive biology of Alpinia blepharocalyx (Zingiberaceae): another example of flexistyly. Plant Systematics and Evolution, 241, 67-76.",NA,Y,NA,NA,NA,NA,NA,songetal20223,0.5,Alpinia blepharocalyx,NA
Alpinia hainanensis,Zingiberaceae,NA,NA,NA,NA,18.28333333,NA,263,NA,"Wang, Y.-Q., Zhang, D.-X. & Chen, Z.-Y. (2005). Pollination biology of Alpinia hainanensis (Zingiberaceae). Acta Phytotaxonomica Sinica, 43, 37-49.",NA,Y,NA,NA,NA,NA,NA,songetal20223,1,Alpinia hainanensis,NA
Alpinia kwangsiensis,Zingiberaceae,NA,NA,NA,NA,21.75,NA,580,NA,"Li, Q.J., Kress, W.J., Xu, Z.F., Xia, Y.M., Zhang, L., Deng, X.B. et al. (2002). Mating system and stigmatic behaviour during flowering of Alpinia kwangsiensis (Zingiberaceae). Plant Systematics and Evolution, 232, 123-132.",NA,Y,NA,NA,NA,NA,NA,songetal20223,1,Alpinia kwangsiensis,NA
Alstroemeria aurea,Alstroemeriaceae,NA,NA,NA,NA,-41.13333333,NA,846,NA,"Ana, H.L. & Aizen, M.A. (1999). Early Reproductive Failure Increases Nectar Production and Pollination Success of Late Flowers in South Andean Alstroemeria aurea. Oecologia, 120, 235-241.",NA,Y,NA,NA,NA,NA,NA,songetal20223,9,Alstroemeria aurea,NA
Amasonia obovata,Lamiaceae,NA,NA,NA,NA,-14.06666667,NA,420,NA,"Schvinn, T., Miranda, A. & Silva, C. (2014). Reproductive biology of Amasonia obovata Gleason (Laminaceae). Acta Amazonica, 44, 427 - 434.",NA,Y,NA,NA,NA,NA,NA,songetal20223,1.833333333,Amasonia obovata,NA
Ammodendron argenteum,Fabaceae,NA,NA,NA,NA,43.976,NA,583,NA,"Lü, H.-Y., Cao, M.-H. & Li, J. (2014). Study on the breeding system of the rare plant Ammodendron argenteum. Guihaia, 34, 763-767.",NA,Y,NA,NA,NA,NA,NA,songetal20223,3.5,Ammodendron argenteum,NA
Ammopiptanthus mongolicus,Fabaceae,NA,NA,NA,NA,40.06858889,NA,1066,NA,"Liu, L.-d., Zhang, L., Gao, C.-m., Tang, H.-t. & Gao, Y.-b. (2006). Flowering Characteristics and Diversity of Floral Visitors of Ammopi ptanthus mongolicus. Journal of Desert Research, 26, 832-835.",NA,Y,NA,NA,NA,NA,NA,songetal20223,5,Ammopiptanthus mongolicus,NA
Amygdalus ledebouriana,Rosaceae,NA,NA,NA,NA,45.89475,NA,1050,NA,"Chen, J., Li, J., Luo, S. & Lu, T. (2017). Study on breeding system of Amygdalus ledebouriana. Acta Agriculturae Boreali-Occidentalis Sinica, 26, 242-247.",NA,Y,NA,NA,NA,NA,NA,songetal20223,8,Amygdalus ledebouriana,NA
Ananas ananassoides,Bromeliaceae,NA,NA,NA,NA,-18.98916667,NA,826,NA,"Ferreira, C., Maruyama, P.K. & Oliveira, P.E. (2016). Convergence beyond flower morphology? Reproductive biology of hummingbird-pollinated plants in the Brazilian Cerrado. Plant Biology, 18, 316-324.",NA,Y,NA,NA,NA,NA,NA,songetal20223,1,Ananas ananassoides,NA
Ananas ananassoides,Bromeliaceae,NA,NA,NA,NA,-22.81388889,NA,711,NA,"Stahl, J.M., Nepi, M., Galetto, L., Guimar?es, E. & Machado, S.R. (2012). Functional aspects of floral nectar secretion of Ananas ananassoides, an ornithophilous bromeliad from the Brazilian savanna. Annals of botany, 109, 1243–1252.",NA,Y,NA,NA,NA,NA,NA,songetal20223,0.458333333,Ananas ananassoides,NA
Andira fraxinifolia,Fabaceae,NA,NA,NA,NA,-23.33333333,NA,660,NA,"Pinheiro, M., Brito, V. & Sazima, M. (2018). Pollination biology of melittophilous legume tree species in the Atlantic Forest in Southeast Brazil. Acta Botanica Brasilica, 32, 410-425.",NA,N,NA,NA,NA,NA,NA,songetal20223,1.5,Andira fraxinifolia,NA
Anemone obtusiloba,Ranunculaceae,NA,NA,NA,NA,34.91666667,NA,2900,NA,"Wang, Y., Liu, Z., Zhao, Z., Hou, M., Zhang, X. & Lü, W. (2018). Responses of floral longevity to pollination environments in 11 species from two alpine meadows. Biodiversity Science, 26, 510-518.",NA,Y,NA,NA,NA,NA,NA,songetal20223,8.6,Anemone obtusiloba,NA
Anemone obtusiloba,Ranunculaceae,NA,NA,NA,NA,35.96666667,NA,3600,NA,"Wang, Y., Liu, Z., Zhao, Z., Hou, M., Zhang, X. & Lü, W. (2018). Responses of floral longevity to pollination environments in 11 species from two alpine meadows. Biodiversity Science, 26, 510-518.",NA,Y,NA,NA,NA,NA,NA,songetal20223,9.4,Anemone obtusiloba,NA
Anemone obtusiloba,Ranunculaceae,NA,NA,NA,NA,34.91666667,NA,2950,NA,"Hu C, Liu ZJ, et al. 2017, Floral characteristic and breeding system of Anemone obtusiloba, Acta Agrestia Sinica 21, 783-788.",NA,Y,NA,NA,NA,NA,NA,songetal20223,4.5,Anemone obtusiloba,NA
Anemone rivularis,Ranunculaceae,NA,NA,NA,NA,29.35444444,NA,3600,NA,"Zhang, S., Ai, H.-L., Yu, W.-B., Wang, H. & Li, D.-Z. (2010). Flower heliotropism of Anemone?rivularis (Ranunculaceae) in the Himalayas: effects on floral temperature and reproductive fitness. Plant Ecology, 209, 301-312. Zhang S. 2010. Reproductive biology and ecological adaptation of Anemone rivularis (Ranunculaceae) in the Sino-Himalayas.",NA,Y,NA,NA,NA,NA,NA,songetal20223,7,Anemone rivularis,NA
Anemone rivularis var. flore-minore,Ranunculaceae,NA,NA,NA,NA,35.96666667,NA,3600,NA,"Wang, Y., Liu, Z., Zhao, Z., Hou, M., Zhang, X. & Lü, W. (2018). Responses of floral longevity to pollination environments in 11 species from two alpine meadows. Biodiversity Science, 26, 510-518.",NA,Y,NA,NA,NA,NA,NA,songetal20223,4.6,Anemone rivularis var. flore-minore,NA
Anisodus tanguticus,Solanaceae,NA,NA,NA,NA,36.94656667,NA,2325,NA,"Duan, Y., Zhang, T. & Liu, J. (2007). Pollination biology of Anisodus tanguticus (Solanaceae). Biodiversity Science, 15, 584-591.",NA,Y,NA,NA,NA,NA,NA,songetal20223,5,Anisodus tanguticus,NA
Annona crassiflora,Annonaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,NA,NA,NA,NA,NA,NA,songetal20223,1.5,Annona crassiflora,NA
Anthyllis vulneraria,Fabaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,Y,NA,NA,NA,NA,NA,songetal20223,4.5,Anthyllis vulneraria,NA
Anthyllis vulneraria subsp. vulgaris,Fabaceae,NA,NA,NA,NA,42.46194444,NA,600,NA,"Navarro, L. (1999). Reproductive biology of Anthyllis vulneraria subsp. vulgaris (Fabaceae) in northwestern Iberian Peninsula. Nordic Journal of Botany, 19, 281-287.",NA,Y,NA,NA,NA,NA,NA,songetal20223,7.8,Anthyllis vulneraria subsp. vulgaris,NA
Aosa rupestris,Loasaceae,NA,NA,NA,NA,-7.341861111,NA,550,NA,"Leite, A.V., Nadia, T. & Machado, I.C. (2016). Pollination of Aosa rupestris (Hook.) Weigend (Loasaceae): are stamen movements induced by pollinators? Brazilian Journal of Botany, 39, 559-567.",NA,Y,NA,NA,NA,NA,NA,songetal20223,3.5,Aosa rupestris,NA
Apocynum venetum,Apocynaceae,NA,NA,NA,NA,39.35,NA,1392,NA,"Chen, M., Liu, L.-d., Zhang, L. & Wang, L.-j. (2011). Pollination Biology of Apocynum venetum L . in the Middle Reaches of Heihe River. Acta Botanica Boreali-Occidentalia Sinica, 31, 677-682.",NA,Y,NA,NA,NA,NA,NA,songetal20223,5,Apocynum venetum,NA
Aquilegia buergeriana var. oxysepala,Ranunculaceae,NA,NA,NA,NA,40.63333333,NA,890,NA,"Itagaki, T. & Sakai, S. (2006). Relationship between floral longevity and sex allocation among flowers within inflorescences in Aquilegia buergeriana var. oxysepala (Ranunculaceae). American Journal of Botany, 93, 1320-1327.",NA,N,NA,NA,NA,NA,NA,songetal20223,4.6,Aquilegia buergeriana var. oxysepala,NA
Aquilegia buergeriana var. oxysepala,Ranunculaceae,NA,NA,NA,NA,40.63333333,NA,890,NA,"Itagaki, T. & Sakai, S. (2006). Relationship between floral longevity and sex allocation among flowers within inflorescences in Aquilegia buergeriana var. oxysepala (Ranunculaceae). American Journal of Botany, 93, 1320-1327.",NA,Y,NA,NA,NA,NA,NA,songetal20223,4.56,Aquilegia buergeriana var. oxysepala,NA
Aquilegia ecalcarata,Ranunculaceae,NA,NA,NA,NA,32.95,NA,524,NA,"Tang, L.L., Yu, Q., Sun, J.F. & Huang, S.Q. (2007). Floral traits and isolation of three sympatric Aquilegia species in the Qinling Mountains, China. Plant Systematics and Evolution, 267, 121-128.",NA,Y,NA,NA,NA,NA,NA,songetal20223,5.5,Aquilegia ecalcarata,NA
Aquilegia ecalcarata,Ranunculaceae,NA,NA,NA,NA,34.01325,NA,2770,NA,"Sun L. 2014. Study on breeding system and pollintion biology of three species in Tribe Isopyreae, Ranunculaceae. Shaanxi Normal University.",NA,Y,NA,NA,NA,NA,NA,songetal20223,8.5,Aquilegia ecalcarata,NA
Aquilegia formosa,Ranunculaceae,NA,NA,NA,NA,39.41986667,NA,2400,NA,"Zemenick, A.T., Rosenheim, J.A. & Vannette, R.L. (2018). Legitimate visitors and nectar robbers of Aquilegia formosa have different effects on nectar bacterial communities. Ecosphere, 9, e02459.",NA,Y,NA,NA,NA,NA,NA,songetal20223,3.5,Aquilegia formosa,NA
Aquilegia incurvata,Ranunculaceae,NA,NA,NA,NA,33.03333333,NA,490,NA,"Tang, L.L., Yu, Q., Sun, J.F. & Huang, S.Q. (2007). Floral traits and isolation of three sympatric Aquilegia species in the Qinling Mountains, China. Plant Systematics and Evolution, 267, 121-128.",NA,Y,NA,NA,NA,NA,NA,songetal20223,7,Aquilegia incurvata,NA
Aquilegia yabeana,Ranunculaceae,NA,NA,NA,NA,33.45,NA,1922,NA,"Tang, L.L., Yu, Q., Sun, J.F. & Huang, S.Q. (2007). Floral traits and isolation of three sympatric Aquilegia species in the Qinling Mountains, China. Plant Systematics and Evolution, 267, 121-128.",NA,Y,NA,NA,NA,NA,NA,songetal20223,7,Aquilegia yabeana,NA
Ardisia compressa,Primulaceae,NA,NA,NA,NA,10.24277778,NA,1450,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318. Wyatt R , Broyles S B . The weedy tropical milkweeds Asclepias curassavica and A. fruticosa are self-compatible. Biotropica, 1997, 29(2):232-234.",NA,NA,NA,NA,NA,NA,NA,songetal20223,2,Ardisia compressa,NA
Arenaria canescens,Caryophyllaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,7,Arenaria canescens,NA
Arenaria cretica,Caryophyllaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,2.7,Arenaria cretica,NA
Arenaria cretica,Caryophyllaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,3.8,Arenaria cretica,NA
Aristolochia argentina,Aristolochiaceae,NA,NA,NA,NA,-31.2688,NA,571,NA,"Cecilia G. Trujillo, A.N.S.r. (2006). Floral biology ofAristolochia argentina(Aristolochiaceae). Flora, 201.",NA,Y,NA,NA,NA,NA,NA,songetal20223,2.625,Aristolochia argentina,NA
Aristolochia baetica,Aristolochiaceae,NA,NA,NA,NA,37.28333333,NA,90,NA,"Berjano, R., Ortiz, P.L., Arista, M. & Talavera, S. (2009). Pollinators, flowering phenology and floral longevity in two Mediterranean Aristolochia species, with a review of flower visitor records for the genus. Plant Biology, 11, 6-16.",NA,Y,NA,NA,NA,NA,NA,songetal20223,4.7,Aristolochia baetica,NA
